,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Home_GoalsScored_Last5,Home_GoalsConceded_Last5,Away_GoalsScored_Last5,Away_GoalsConceded_Last5
5051,Villarreal,Valladolid,2,0,H,1.0,0.0,H,1.4,0.8,1.4,1.2
5052,La Coruna,Barcelona,2,0,H,0.0,0.0,D,2.0,0.6,1.6,1.2
5053,Murcia,Sevilla,0,0,D,0.0,0.0,D,1.4,1.6,1.6,2.2
5054,Recreativo,Levante,2,0,H,2.0,0.0,H,0.8,1.6,1.2,1.6
5055,Valladolid,Almeria,1,0,H,0.0,0.0,D,1.4,1.6,2.2,1.8
5056,Valencia,Osasuna,3,0,H,1.0,0.0,H,1.0,2.6,0.6,0.6
5057,Real Madrid,Ath Bilbao,3,0,H,1.0,0.0,H,1.8,1.0,1.6,1.0
5058,Betis,Villarreal,0,1,A,0.0,1.0,A,2.0,0.8,1.4,0.8
5059,Getafe,Ath Madrid,1,1,D,1.0,1.0,D,0.2,1.2,2.0,2.2
5060,Espanol,Zaragoza,1,1,D,0.0,0.0,D,0.0,1.8,1.0,1.2
5061,Mallorca,Santander,3,1,H,0.0,0.0,D,2.2,1.0,1.6,1.2
5062,Ath Madrid,Recreativo,3,0,H,1.0,0.0,H,1.8,2.2,1.2,1.2
5063,Zaragoza,La Coruna,1,0,H,0.0,0.0,D,1.0,1.2,2.4,0.4
5064,Villarreal,Getafe,2,0,H,2.0,0.0,H,1.2,0.6,0.4,1.2
5065,Sevilla,Valladolid,2,0,H,2.0,0.0,H,1.4,1.8,1.4,0.8
5066,Santander,Murcia,3,2,H,1.0,2.0,A,1.4,1.8,0.6,1.6
5067,Osasuna,Real Madrid,1,2,A,0.0,0.0,D,0.6,1.0,2.0,0.4
5068,Levante,Espanol,1,1,D,0.0,0.0,D,1.0,1.6,0.2,1.2
5069,Barcelona,Valencia,6,0,H,3.0,0.0,H,0.8,1.4,1.0,2.2
5070,Ath Bilbao,Mallorca,1,2,A,1.0,1.0,D,1.4,1.6,2.6,1.2
5071,Almeria,Betis,1,1,D,0.0,1.0,A,2.0,1.8,1.8,1.0
5072,Santander,Sevilla,0,3,A,0.0,1.0,A,1.4,2.2,1.6,1.2
5073,Recreativo,Villarreal,0,2,A,0.0,0.0,D,1.0,1.6,1.0,0.6
5074,Real Madrid,Barcelona,4,1,H,2.0,0.0,H,1.8,0.4,1.6,0.8
5075,Murcia,Ath Bilbao,1,2,A,1.0,1.0,D,0.8,1.6,1.4,1.8
5076,Valencia,Zaragoza,1,0,H,1.0,0.0,H,1.0,2.8,1.0,0.8
5077,La Coruna,Levante,1,0,H,0.0,0.0,D,1.8,0.4,1.0,1.4
5078,Getafe,Almeria,4,2,H,1.0,2.0,A,0.4,1.2,1.8,1.8
5079,Betis,Valladolid,1,1,D,0.0,0.0,D,1.4,0.8,1.0,1.0
5080,Mallorca,Osasuna,2,1,H,1.0,0.0,H,2.4,1.4,0.4,1.4
5081,Espanol,Ath Madrid,0,2,A,0.0,2.0,A,0.4,0.8,2.4,1.6
5082,Zaragoza,Real Madrid,2,2,D,1.0,1.0,D,1.0,0.4,2.4,0.4
5083,Villarreal,Espanol,2,0,H,2.0,0.0,H,1.4,0.2,0.4,1.0
5084,Osasuna,Murcia,2,1,H,1.0,0.0,H,0.6,1.6,0.8,2.0
5085,Levante,Valencia,1,5,A,1.0,3.0,A,1.0,1.0,1.2,2.6
5086,Valladolid,Getafe,0,0,D,0.0,0.0,D,0.6,1.2,1.2,1.6
5087,Barcelona,Mallorca,2,3,A,1.0,0.0,H,1.8,1.6,2.6,1.4
5088,Ath Madrid,La Coruna,1,0,H,1.0,0.0,H,1.6,1.0,1.4,0.2
5089,Ath Bilbao,Santander,0,0,D,0.0,0.0,D,1.6,2.0,1.2,2.2
5090,Almeria,Recreativo,0,2,A,0.0,2.0,A,1.6,1.4,0.8,2.0
5091,Betis,Sevilla,0,2,A,0.0,1.0,A,1.0,1.0,1.8,1.2
5092,Murcia,Barcelona,3,5,A,1.0,3.0,A,1.0,2.2,1.8,1.8
5093,Sevilla,Ath Bilbao,4,1,H,1.0,1.0,D,1.6,0.8,1.6,1.4
5094,Espanol,Almeria,1,3,A,0.0,1.0,A,0.4,1.2,1.4,1.8
5095,Getafe,Betis,1,1,D,1.0,0.0,H,1.2,1.6,1.0,1.2
5096,La Coruna,Villarreal,0,2,A,0.0,1.0,A,0.8,0.4,1.8,0.0
5097,Mallorca,Zaragoza,3,2,H,1.0,0.0,H,2.8,1.2,1.4,0.8
5098,Real Madrid,Levante,5,2,H,3.0,0.0,H,2.6,0.8,1.0,2.0
5099,Recreativo,Valladolid,1,1,D,0.0,1.0,A,0.8,1.6,0.4,1.0
5100,Santander,Osasuna,1,0,H,0.0,0.0,D,0.8,2.0,0.8,1.8
5101,Valencia,Ath Madrid,3,1,H,2.0,0.0,H,2.0,2.4,1.6,0.8
5102,Valencia,Mallorca,3,0,H,2.0,0.0,H,2.4,1.6,2.6,1.4
5103,Espanol,Valladolid,1,0,H,0.0,0.0,D,0.6,1.8,0.6,0.8
5104,Ath Bilbao,Almeria,1,3,A,0.0,2.0,A,0.8,2.0,1.2,1.8
5105,Ath Madrid,Malaga,4,0,H,3.0,0.0,H,1.6,0.8,0.8,2.8
5106,Betis,Recreativo,0,1,A,0.0,1.0,A,0.6,1.2,1.0,1.2
5107,La Coruna,Real Madrid,2,1,H,1.0,0.0,H,0.6,0.8,3.2,1.2
5108,Numancia,Barcelona,1,0,H,1.0,0.0,H,1.2,1.4,2.8,2.4
5109,Osasuna,Villarreal,1,1,D,0.0,0.0,D,0.8,1.8,1.8,0.0
5110,Santander,Sevilla,1,1,D,0.0,0.0,D,1.0,1.6,2.2,0.2
5111,Sp Gijon,Getafe,1,2,A,1.0,1.0,D,0.8,2.8,1.2,1.2
5112,Barcelona,Santander,1,1,D,0.0,0.0,D,2.8,2.2,1.0,1.2
5113,Valladolid,Ath Madrid,2,1,H,2.0,0.0,H,0.4,1.0,2.2,0.6
5114,Villarreal,La Coruna,1,0,H,1.0,0.0,H,1.8,0.2,0.6,1.0
5115,Sevilla,Sp Gijon,4,3,H,3.0,3.0,D,2.4,0.4,0.6,2.6
5116,Recreativo,Espanol,0,1,A,0.0,0.0,D,0.8,1.2,0.6,1.6
5117,Real Madrid,Numancia,4,3,H,4.0,2.0,H,2.8,1.6,1.2,1.2
5118,Getafe,Betis,0,0,D,0.0,0.0,D,1.4,1.2,0.6,1.2
5119,Malaga,Ath Bilbao,0,0,D,0.0,0.0,D,0.6,3.2,1.0,2.0
5120,Almeria,Valencia,2,2,D,2.0,1.0,H,1.8,1.8,2.4,1.6
5121,Mallorca,Osasuna,1,1,D,1.0,0.0,H,2.0,1.8,1.0,1.4
5122,Ath Madrid,Recreativo,4,0,H,1.0,0.0,H,1.8,1.0,0.8,0.8
5123,Espanol,Getafe,1,1,D,0.0,0.0,D,0.6,1.4,1.4,0.8
5124,Santander,Real Madrid,0,2,A,0.0,0.0,D,0.6,1.0,3.2,2.0
5125,Valencia,Osasuna,1,0,H,0.0,0.0,D,2.8,0.8,1.0,1.2
5126,Sp Gijon,Barcelona,1,6,A,0.0,2.0,A,1.2,2.6,1.8,2.4
5127,Numancia,Villarreal,1,2,A,1.0,0.0,H,1.8,1.4,1.6,0.2
5128,Ath Bilbao,Valladolid,2,0,H,0.0,0.0,D,0.8,1.6,0.8,0.8
5129,Betis,Sevilla,0,0,D,0.0,0.0,D,0.4,1.0,2.8,1.0
5130,Almeria,Malaga,1,0,H,0.0,0.0,D,2.0,2.0,0.2,2.6
5131,La Coruna,Mallorca,0,0,D,0.0,0.0,D,0.6,1.0,1.8,1.8
5132,Barcelona,Betis,3,2,H,2.0,0.0,H,2.8,1.8,0.2,0.8
5133,Getafe,Ath Madrid,1,2,A,0.0,1.0,A,0.8,0.6,2.2,1.0
5134,Osasuna,La Coruna,0,0,D,0.0,0.0,D,0.8,1.0,0.4,1.0
5135,Real Madrid,Sp Gijon,7,1,H,3.0,0.0,H,2.8,1.8,1.4,3.4
5136,Sevilla,Espanol,2,0,H,0.0,0.0,D,2.2,1.0,0.8,1.2
5137,Villarreal,Santander,2,0,H,2.0,0.0,H,1.6,0.4,0.6,0.8
5138,Valladolid,Almeria,2,0,H,0.0,0.0,D,0.6,1.0,1.8,1.2
5139,Recreativo,Ath Bilbao,1,1,D,0.0,0.0,D,0.8,1.2,0.8,1.4
5140,Malaga,Valencia,0,2,A,0.0,0.0,D,0.0,2.4,2.8,0.8
5141,Mallorca,Numancia,2,0,H,1.0,0.0,H,1.4,1.6,1.6,1.4
5142,Betis,Real Madrid,1,2,A,0.0,1.0,A,0.6,1.0,3.8,1.6
5143,Espanol,Barcelona,1,2,A,1.0,0.0,H,0.8,1.2,3.0,1.6
5144,Sp Gijon,Villarreal,0,1,A,0.0,0.0,D,1.2,4.4,1.6,0.4
5145,Numancia,Osasuna,0,0,D,0.0,0.0,D,1.2,1.8,0.4,0.8
5146,Valencia,La Coruna,4,2,H,1.0,1.0,D,2.2,0.6,0.4,0.8
5147,Malaga,Valladolid,2,1,H,1.0,0.0,H,0.0,2.4,1.0,1.0
5148,Santander,Mallorca,1,2,A,1.0,1.0,D,0.6,1.2,1.2,1.2
5149,Ath Bilbao,Getafe,0,1,A,0.0,0.0,D,1.0,1.6,1.0,1.0
5150,Ath Madrid,Sevilla,0,1,A,0.0,1.0,A,2.4,1.2,2.2,1.0
5151,Almeria,Recreativo,1,0,H,0.0,0.0,D,1.8,1.2,0.6,1.4
5152,Barcelona,Ath Madrid,6,1,H,5.0,1.0,H,2.4,1.2,2.2,0.8
5153,Villarreal,Betis,2,1,H,0.0,1.0,A,1.4,0.4,0.6,1.2
5154,Valladolid,Valencia,0,1,A,0.0,0.0,D,1.0,1.2,2.4,0.8
5155,Recreativo,Malaga,0,4,A,0.0,2.0,A,0.4,1.4,0.4,1.6
5156,Real Madrid,Espanol,2,2,D,2.0,2.0,D,3.2,1.4,0.8,1.0
5157,Sevilla,Ath Bilbao,4,0,H,2.0,0.0,H,1.6,0.8,0.8,1.0
5158,Mallorca,Sp Gijon,0,2,A,0.0,1.0,A,1.0,1.0,1.2,4.0
5159,La Coruna,Numancia,1,0,H,1.0,0.0,H,0.8,1.2,1.0,1.6
5160,Getafe,Almeria,2,2,D,0.0,0.0,D,1.0,0.8,1.4,1.0
5161,Osasuna,Santander,0,1,A,0.0,0.0,D,0.4,0.6,0.6,1.6
5162,Ath Madrid,Real Madrid,1,2,A,0.0,1.0,A,1.6,2.0,3.4,1.4
5163,Espanol,Villarreal,0,0,D,0.0,0.0,D,1.0,1.4,1.6,0.4
5164,Valencia,Numancia,4,0,H,1.0,0.0,H,2.0,0.8,0.8,1.8
5165,Almeria,Sevilla,0,1,A,0.0,0.0,D,1.2,1.2,2.2,0.6
5166,Ath Bilbao,Barcelona,0,1,A,0.0,0.0,D,0.6,1.2,3.6,1.2
5167,Betis,Mallorca,3,0,H,2.0,0.0,H,0.8,1.4,1.0,0.8
5168,Malaga,Getafe,2,1,H,2.0,1.0,H,1.2,0.8,1.0,1.0
5169,Santander,La Coruna,0,0,D,0.0,0.0,D,0.6,1.4,0.6,1.0
5170,Sp Gijon,Osasuna,2,1,H,2.0,1.0,H,1.4,3.6,0.2,0.6
5171,Valladolid,Recreativo,1,1,D,0.0,1.0,A,1.0,1.2,0.2,2.2
5172,Osasuna,Betis,0,2,A,0.0,0.0,D,0.2,0.8,1.4,1.4
5173,Barcelona,Almeria,5,0,H,5.0,0.0,H,3.6,1.0,0.8,1.0
5174,Getafe,Valladolid,1,0,H,1.0,0.0,H,1.2,1.4,0.8,1.2
5175,La Coruna,Sp Gijon,0,3,A,0.0,2.0,A,0.6,0.8,1.2,3.0
5176,Mallorca,Espanol,3,0,H,0.0,0.0,D,0.8,1.2,0.8,1.4
5177,Numancia,Santander,2,1,H,1.0,0.0,H,0.2,1.8,0.4,1.2
5178,Real Madrid,Ath Bilbao,3,2,H,2.0,2.0,D,3.0,1.0,0.6,1.4
5179,Recreativo,Valencia,1,1,D,0.0,0.0,D,0.4,2.2,2.4,0.4
5180,Sevilla,Malaga,0,1,A,0.0,1.0,A,1.6,0.0,1.6,1.0
5181,Villarreal,Ath Madrid,4,4,D,0.0,2.0,A,1.4,0.4,1.6,2.0
5182,Valencia,Santander,2,4,A,1.0,1.0,D,2.4,0.6,0.6,1.2
5183,Malaga,Barcelona,1,4,A,1.0,2.0,A,1.8,0.8,3.4,0.8
5184,Ath Madrid,Mallorca,2,0,H,2.0,0.0,H,1.6,2.8,1.4,1.2
5185,Ath Bilbao,Villarreal,1,4,A,1.0,1.0,D,0.6,2.0,1.8,1.0
5186,Almeria,Real Madrid,1,1,D,0.0,1.0,A,0.6,2.0,3.2,1.4
5187,Betis,La Coruna,0,3,A,0.0,0.0,D,1.8,1.4,0.6,1.4
5188,Espanol,Osasuna,1,0,H,0.0,0.0,D,0.6,1.8,0.2,1.0
5189,Recreativo,Getafe,1,1,D,0.0,0.0,D,0.6,1.6,1.2,1.2
5190,Sp Gijon,Numancia,3,1,H,1.0,1.0,D,1.6,1.8,0.4,1.6
5191,Valladolid,Sevilla,3,2,H,1.0,2.0,A,0.8,1.0,1.6,0.2
5192,Barcelona,Valladolid,6,0,H,4.0,0.0,H,3.6,0.6,1.0,1.4
5193,Real Madrid,Malaga,4,3,H,2.0,2.0,D,2.0,1.4,2.0,1.2
5194,Sevilla,Recreativo,1,0,H,0.0,0.0,D,1.6,0.8,0.6,1.6
5195,Santander,Sp Gijon,1,0,H,0.0,0.0,D,1.4,1.2,2.0,0.6
5196,Villarreal,Almeria,2,1,H,2.0,0.0,H,2.2,1.2,0.8,1.8
5197,Osasuna,Ath Madrid,0,0,D,0.0,0.0,D,0.2,1.2,1.6,2.6
5198,La Coruna,Espanol,1,0,H,1.0,0.0,H,1.2,1.4,0.8,1.4
5199,Mallorca,Ath Bilbao,3,3,D,1.0,1.0,D,1.0,1.6,0.6,2.6
5200,Numancia,Betis,2,4,A,1.0,3.0,A,0.6,1.8,1.4,1.4
5201,Getafe,Valencia,0,3,A,0.0,1.0,A,1.2,1.0,2.4,1.4
5202,Valencia,Sp Gijon,2,3,A,0.0,1.0,A,2.2,1.0,2.0,0.6
5203,Valladolid,Real Madrid,1,0,H,0.0,0.0,D,0.8,2.2,2.4,1.8
5204,Recreativo,Barcelona,0,2,A,0.0,0.0,D,0.6,1.6,4.4,0.4
5205,Malaga,Villarreal,2,2,D,1.0,1.0,D,2.2,1.8,2.4,1.4
5206,Getafe,Sevilla,0,2,A,0.0,1.0,A,1.0,1.6,1.6,0.8
5207,Espanol,Numancia,3,4,A,1.0,1.0,D,0.6,1.2,1.0,2.6
5208,Ath Madrid,La Coruna,4,1,H,1.0,0.0,H,1.6,2.4,1.0,0.6
5209,Ath Bilbao,Osasuna,2,0,H,1.0,0.0,H,1.2,3.0,0.2,1.2
5210,Almeria,Mallorca,2,1,H,1.0,0.0,H,0.8,2.2,1.2,2.0
5211,Betis,Santander,3,1,H,2.0,0.0,H,2.0,1.4,1.4,0.8
5212,Real Madrid,Recreativo,1,0,H,1.0,0.0,H,2.0,1.6,0.6,1.2
5213,Sevilla,Valencia,0,0,D,0.0,0.0,D,1.2,0.8,2.4,1.6
5214,Villarreal,Valladolid,0,3,A,0.0,3.0,A,2.4,1.6,1.0,2.0
5215,Osasuna,Almeria,3,1,H,1.0,1.0,D,0.2,1.4,0.8,2.0
5216,Sp Gijon,Betis,1,2,A,1.0,0.0,H,2.2,1.0,2.4,1.2
5217,Numancia,Ath Madrid,1,1,D,0.0,1.0,A,1.8,3.0,2.2,1.4
5218,Santander,Espanol,3,0,H,2.0,0.0,H,1.4,1.4,0.8,1.6
5219,La Coruna,Ath Bilbao,3,1,H,2.0,0.0,H,1.0,1.4,1.6,2.2
5220,Barcelona,Getafe,1,1,D,0.0,1.0,A,3.6,0.2,0.6,1.6
5221,Mallorca,Malaga,2,2,D,1.0,2.0,A,1.4,2.0,1.8,2.2
5222,Getafe,Real Madrid,3,1,H,1.0,0.0,H,0.6,1.4,1.8,1.4
5223,Sevilla,Barcelona,0,3,A,0.0,1.0,A,1.0,0.8,3.6,0.4
5224,Valladolid,Mallorca,3,0,H,1.0,0.0,H,1.4,1.8,1.8,1.8
5225,Recreativo,Villarreal,1,2,A,0.0,2.0,A,0.4,1.2,2.4,2.2
5226,Malaga,Osasuna,4,2,H,0.0,0.0,D,1.8,2.4,0.6,1.2
5227,Valencia,Betis,3,2,H,2.0,0.0,H,1.6,1.6,2.2,1.4
5228,Ath Madrid,Santander,4,1,H,2.0,1.0,H,2.2,1.2,2.0,1.4
5229,Ath Bilbao,Numancia,2,0,H,2.0,0.0,H,1.8,2.6,2.0,2.4
5230,Almeria,La Coruna,0,1,A,0.0,0.0,D,1.0,2.4,1.6,1.6
5231,Espanol,Sp Gijon,0,1,A,0.0,1.0,A,0.8,2.2,2.0,1.2
5232,Barcelona,Valencia,4,0,H,2.0,0.0,H,3.2,0.4,2.0,1.8
5233,Sp Gijon,Ath Madrid,2,5,A,1.0,2.0,A,1.6,1.2,2.2,0.6
5234,Villarreal,Getafe,3,3,D,0.0,3.0,A,2.0,1.6,1.0,1.6
5235,Real Madrid,Sevilla,3,4,A,1.0,3.0,A,1.4,1.6,1.0,1.2
5236,Betis,Espanol,1,1,D,0.0,0.0,D,2.2,2.0,0.8,1.8
5237,La Coruna,Malaga,2,0,H,0.0,0.0,D,1.8,1.0,2.4,2.8
5238,Mallorca,Recreativo,2,3,A,2.0,2.0,D,1.2,2.4,0.4,1.4
5239,Numancia,Almeria,2,1,H,1.0,1.0,D,1.6,2.6,1.0,1.6
5240,Osasuna,Valladolid,3,3,D,2.0,0.0,H,1.0,1.6,2.0,1.6
5241,Santander,Ath Bilbao,1,1,D,0.0,0.0,D,2.0,1.8,1.8,2.0
5242,Valencia,Espanol,2,1,H,0.0,1.0,A,1.6,1.8,0.8,2.0
5243,Barcelona,Real Madrid,2,0,H,0.0,0.0,D,3.2,0.2,1.8,2.2
5244,Almeria,Santander,1,1,D,0.0,1.0,A,1.0,1.8,1.4,1.6
5245,Ath Bilbao,Sp Gijon,3,0,H,3.0,0.0,H,1.8,1.4,1.4,2.0
5246,Ath Madrid,Betis,2,0,H,1.0,0.0,H,2.8,1.0,2.4,1.6
5247,Getafe,Mallorca,4,1,H,2.0,1.0,H,1.4,2.0,1.6,2.6
5248,Malaga,Numancia,2,0,H,0.0,0.0,D,2.2,2.4,1.8,2.2
5249,Recreativo,Osasuna,1,0,H,0.0,0.0,D,0.8,1.6,1.6,2.0
5250,Sevilla,Villarreal,1,0,H,1.0,0.0,H,1.4,1.2,1.8,2.0
5251,Valladolid,La Coruna,3,0,H,2.0,0.0,H,2.0,1.8,1.6,1.0
5252,Espanol,Ath Madrid,2,3,A,0.0,1.0,A,1.0,2.2,3.2,1.0
5253,Real Madrid,Valencia,1,0,H,1.0,0.0,H,1.0,2.0,1.4,2.0
5254,Santander,Malaga,1,1,D,0.0,1.0,A,1.4,1.8,2.0,1.6
5255,Osasuna,Getafe,5,2,H,4.0,0.0,H,1.6,2.2,2.2,1.6
5256,Numancia,Valladolid,4,3,H,1.0,1.0,D,1.4,1.8,2.6,0.6
5257,La Coruna,Recreativo,4,1,H,3.0,1.0,H,1.4,1.6,1.0,1.4
5258,Betis,Ath Bilbao,0,1,A,0.0,1.0,A,1.6,1.6,1.8,0.8
5259,Sp Gijon,Almeria,1,0,H,1.0,0.0,H,1.4,2.4,1.0,1.6
5260,Mallorca,Sevilla,0,0,D,0.0,0.0,D,1.2,2.8,1.4,1.2
5261,Villarreal,Barcelona,1,2,A,0.0,0.0,D,1.4,2.0,2.4,0.2
5262,Valencia,Ath Madrid,3,1,H,2.0,1.0,H,1.0,1.6,3.0,1.2
5263,Barcelona,Mallorca,3,1,H,1.0,1.0,D,2.4,0.4,1.0,2.4
5264,Valladolid,Santander,0,1,A,0.0,0.0,D,3.0,1.4,1.4,1.4
5265,Sevilla,Osasuna,1,1,D,0.0,0.0,D,1.0,1.2,2.6,2.2
5266,Recreativo,Numancia,3,1,H,1.0,0.0,H,1.2,1.8,1.4,1.8
5267,Real Madrid,Villarreal,1,0,H,1.0,0.0,H,1.2,1.8,1.2,2.0
5268,Ath Bilbao,Espanol,1,1,D,0.0,1.0,A,1.6,0.8,0.8,2.0
5269,Getafe,La Coruna,1,2,A,1.0,1.0,D,2.6,2.2,2.0,1.0
5270,Almeria,Betis,1,0,H,1.0,0.0,H,0.6,1.6,1.0,1.6
5271,Malaga,Sp Gijon,1,0,H,1.0,0.0,H,1.8,1.4,1.0,2.0
5272,La Coruna,Sevilla,1,3,A,1.0,0.0,H,1.8,1.0,1.2,1.4
5273,Valencia,Villarreal,3,3,D,2.0,1.0,H,1.6,1.8,1.2,1.6
5274,Ath Madrid,Ath Bilbao,2,3,A,1.0,1.0,D,3.0,1.6,1.6,0.4
5275,Betis,Malaga,1,2,A,1.0,1.0,D,0.6,1.6,1.6,1.0
5276,Espanol,Almeria,2,2,D,0.0,1.0,A,1.0,1.6,0.6,1.0
5277,Mallorca,Real Madrid,0,3,A,0.0,2.0,A,0.8,2.6,1.2,1.8
5278,Numancia,Getafe,2,0,H,1.0,0.0,H,1.4,2.2,2.6,2.4
5279,Osasuna,Barcelona,2,3,A,0.0,1.0,A,2.2,2.2,2.8,0.4
5280,Santander,Recreativo,1,1,D,1.0,1.0,D,1.0,1.4,1.8,1.8
5281,Sp Gijon,Valladolid,2,1,H,2.0,0.0,H,0.8,1.8,2.4,1.6
5282,Sevilla,Numancia,1,0,H,0.0,0.0,D,1.8,1.0,1.8,1.8
5283,Barcelona,La Coruna,5,0,H,3.0,0.0,H,2.8,0.8,1.8,1.6
5284,Valladolid,Betis,1,3,A,1.0,1.0,D,2.0,2.0,0.4,1.4
5285,Recreativo,Sp Gijon,2,0,H,1.0,0.0,H,1.8,1.6,1.0,2.0
5286,Villarreal,Mallorca,2,0,H,2.0,0.0,H,1.4,2.0,0.8,2.6
5287,Real Madrid,Osasuna,3,1,H,0.0,1.0,A,1.6,1.2,2.2,2.0
5288,Almeria,Ath Madrid,1,1,D,1.0,1.0,D,1.0,1.2,2.6,2.0
5289,Getafe,Santander,0,1,A,0.0,1.0,A,2.0,2.6,1.0,0.8
5290,Malaga,Espanol,4,0,H,1.0,0.0,H,1.2,0.8,1.4,1.8
5291,Ath Bilbao,Valencia,3,2,H,2.0,2.0,D,1.8,0.8,1.6,2.0
5292,Barcelona,Numancia,4,1,H,0.0,0.0,D,3.0,0.8,1.4,1.8
5293,Villarreal,Osasuna,1,1,D,1.0,0.0,H,1.2,1.4,1.8,2.0
5294,Sevilla,Santander,0,2,A,0.0,1.0,A,1.2,0.4,1.0,0.6
5295,Recreativo,Betis,1,0,H,0.0,0.0,D,1.6,1.2,0.8,1.4
5296,Real Madrid,La Coruna,1,0,H,1.0,0.0,H,1.6,0.6,1.4,2.6
5297,Valladolid,Espanol,1,1,D,1.0,0.0,H,1.6,2.0,1.2,2.4
5298,Malaga,Ath Madrid,1,1,D,1.0,1.0,D,2.0,0.4,1.8,1.8
5299,Getafe,Sp Gijon,5,1,H,2.0,1.0,H,1.4,2.2,0.6,1.4
5300,Almeria,Ath Bilbao,2,1,H,2.0,0.0,H,1.0,1.0,2.2,1.0
5301,Mallorca,Valencia,3,1,H,3.0,0.0,H,0.4,2.4,2.0,1.8
5302,Ath Bilbao,Malaga,3,2,H,1.0,1.0,D,1.8,1.4,1.8,0.6
5303,Numancia,Real Madrid,0,2,A,0.0,0.0,D,1.6,2.2,1.8,0.2
5304,Valencia,Almeria,3,2,H,2.0,1.0,H,1.8,2.2,1.2,1.0
5305,Ath Madrid,Valladolid,1,2,A,0.0,0.0,D,1.6,2.0,1.2,2.2
5306,Betis,Getafe,2,2,D,2.0,0.0,H,0.8,1.2,1.6,2.2
5307,Espanol,Recreativo,1,1,D,0.0,0.0,D,1.2,2.2,1.6,1.2
5308,La Coruna,Villarreal,3,0,H,1.0,0.0,H,1.4,2.2,1.4,1.4
5309,Osasuna,Mallorca,1,0,H,1.0,0.0,H,2.0,2.0,0.8,1.8
5310,Santander,Barcelona,1,2,A,0.0,0.0,D,1.2,0.4,3.4,1.0
5311,Sp Gijon,Sevilla,1,0,H,0.0,0.0,D,0.8,1.8,1.0,0.8
5312,Sevilla,Betis,1,2,A,0.0,0.0,D,1.0,1.0,1.2,1.4
5313,Real Madrid,Santander,1,0,H,0.0,0.0,D,2.0,0.2,1.2,0.6
5314,Barcelona,Sp Gijon,3,1,H,2.0,0.0,H,3.4,1.0,0.8,1.8
5315,Getafe,Espanol,1,1,D,1.0,1.0,D,1.6,1.6,1.0,1.8
5316,Malaga,Almeria,3,2,H,0.0,2.0,A,2.0,1.0,1.6,1.4
5317,Mallorca,La Coruna,1,1,D,0.0,0.0,D,0.8,2.0,1.2,2.0
5318,Osasuna,Valencia,1,0,H,0.0,0.0,D,1.2,1.6,2.4,2.4
5319,Recreativo,Ath Madrid,0,3,A,0.0,3.0,A,1.6,0.6,1.2,2.0
5320,Valladolid,Ath Bilbao,2,1,H,1.0,0.0,H,1.0,1.6,2.2,1.8
5321,Villarreal,Numancia,2,1,H,1.0,1.0,D,1.2,1.6,0.8,2.0
5322,Valencia,Malaga,1,1,D,0.0,0.0,D,1.8,2.4,2.4,1.4
5323,La Coruna,Osasuna,0,0,D,0.0,0.0,D,1.0,2.0,1.2,1.4
5324,Betis,Barcelona,2,2,D,2.0,1.0,H,1.6,1.4,3.4,1.0
5325,Almeria,Valladolid,3,2,H,0.0,2.0,A,1.8,2.0,1.4,1.6
5326,Ath Bilbao,Recreativo,1,1,D,0.0,1.0,A,2.2,2.0,1.0,1.0
5327,Ath Madrid,Getafe,1,1,D,1.0,0.0,H,1.6,1.4,1.6,1.4
5328,Espanol,Sevilla,0,2,A,0.0,0.0,D,1.0,1.8,1.0,1.2
5329,Numancia,Mallorca,0,1,A,0.0,1.0,A,0.8,1.8,0.8,1.6
5330,Santander,Villarreal,1,1,D,1.0,1.0,D,1.0,0.8,1.6,1.6
5331,Sp Gijon,Real Madrid,0,4,A,0.0,2.0,A,1.0,2.2,2.0,0.2
5332,Villarreal,Sp Gijon,2,1,H,2.0,1.0,H,1.2,1.2,0.6,2.8
5333,Sevilla,Ath Madrid,1,0,H,0.0,0.0,D,0.8,1.0,1.4,1.0
5334,Real Madrid,Betis,6,1,H,6.0,1.0,H,2.2,0.2,1.8,1.4
5335,Barcelona,Espanol,1,2,A,0.0,0.0,D,3.2,1.0,0.6,1.8
5336,Getafe,Ath Bilbao,1,1,D,1.0,1.0,D,1.8,1.2,1.8,1.8
5337,La Coruna,Valencia,1,1,D,0.0,1.0,A,0.8,1.4,1.4,2.0
5338,Mallorca,Santander,1,0,H,0.0,0.0,D,1.0,1.0,1.0,0.8
5339,Osasuna,Numancia,2,0,H,2.0,0.0,H,0.8,0.8,0.4,2.0
5340,Recreativo,Almeria,1,1,D,0.0,0.0,D,1.0,1.0,2.0,2.0
5341,Valladolid,Malaga,1,3,A,0.0,2.0,A,1.6,1.8,2.2,1.4
5342,Ath Bilbao,Sevilla,1,2,A,1.0,1.0,D,1.4,1.6,0.8,1.0
5343,Espanol,Real Madrid,0,2,A,0.0,0.0,D,1.0,1.2,2.8,0.2
5344,Valencia,Valladolid,1,2,A,0.0,2.0,A,1.2,1.6,1.6,1.8
5345,Sp Gijon,Mallorca,0,1,A,0.0,0.0,D,0.8,2.8,1.2,0.6
5346,Santander,Osasuna,1,1,D,1.0,1.0,D,0.8,1.0,1.0,0.2
5347,Numancia,La Coruna,0,1,A,0.0,0.0,D,0.4,2.2,1.0,0.6
