,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Home_GoalsScored_Last5,Home_GoalsConceded_Last5,Away_GoalsScored_Last5,Away_GoalsConceded_Last5
5348,Betis,Villarreal,2,2,D,1.0,2.0,A,1.4,2.4,1.2,1.4
5349,Ath Madrid,Barcelona,4,3,H,1.0,2.0,A,1.2,1.0,2.4,1.4
5350,Almeria,Getafe,2,1,H,1.0,1.0,D,2.0,2.0,2.0,1.2
5351,Malaga,Recreativo,0,2,A,0.0,0.0,D,2.0,1.6,0.8,1.2
5352,Barcelona,Ath Bilbao,2,0,H,2.0,0.0,H,2.2,2.0,1.4,1.6
5353,Real Madrid,Ath Madrid,1,1,D,0.0,1.0,A,3.0,0.2,1.8,1.4
5354,Villarreal,Espanol,1,0,H,1.0,0.0,H,1.4,1.6,0.8,1.4
5355,Recreativo,Valladolid,2,3,A,1.0,2.0,A,1.0,1.2,1.8,1.8
5356,Sevilla,Almeria,2,1,H,1.0,0.0,H,1.2,0.8,2.0,2.0
5357,Osasuna,Sp Gijon,1,2,A,1.0,2.0,A,1.0,0.2,0.6,2.0
5358,La Coruna,Santander,5,3,H,1.0,2.0,A,1.2,0.4,0.6,1.2
5359,Mallorca,Betis,3,3,D,0.0,2.0,A,0.8,0.4,1.8,2.6
5360,Getafe,Malaga,1,2,A,0.0,2.0,A,1.2,1.4,1.8,1.8
5361,Numancia,Valencia,2,1,H,1.0,1.0,D,0.2,1.6,1.2,1.4
5362,Ath Bilbao,Real Madrid,2,5,A,2.0,2.0,D,0.8,1.6,2.8,0.4
5363,Valencia,Recreativo,1,1,D,0.0,0.0,D,0.8,1.4,1.2,1.6
5364,Valladolid,Getafe,1,0,H,0.0,0.0,D,2.0,2.0,1.0,1.4
5365,Sp Gijon,La Coruna,3,2,H,0.0,0.0,D,0.8,2.2,1.6,1.0
5366,Santander,Numancia,5,0,H,5.0,0.0,H,1.0,1.8,0.6,1.4
5367,Malaga,Sevilla,2,2,D,2.0,0.0,H,1.8,1.4,1.6,0.8
5368,Betis,Osasuna,0,0,D,0.0,0.0,D,2.0,2.8,1.0,0.6
5369,Ath Madrid,Villarreal,3,2,H,0.0,1.0,A,1.8,1.2,1.6,1.0
5370,Almeria,Barcelona,0,2,A,0.0,0.0,D,1.8,1.8,2.2,1.8
5371,Espanol,Mallorca,3,3,D,0.0,1.0,A,0.6,1.4,1.4,0.8
5372,Sevilla,Valladolid,4,1,H,2.0,1.0,H,1.8,0.8,1.8,1.8
5373,Villarreal,Ath Bilbao,2,0,H,0.0,0.0,D,1.6,1.4,1.0,2.2
5374,Numancia,Sp Gijon,2,1,H,1.0,0.0,H,0.4,2.0,1.2,2.0
5375,Real Madrid,Almeria,3,0,H,1.0,0.0,H,3.6,0.8,1.4,1.6
5376,Osasuna,Espanol,1,0,H,0.0,0.0,D,0.8,0.6,1.0,1.8
5377,Santander,Valencia,0,1,A,0.0,0.0,D,2.0,1.6,1.0,1.4
5378,Mallorca,Ath Madrid,2,0,H,1.0,0.0,H,1.8,1.2,1.8,1.6
5379,Getafe,Recreativo,2,1,H,0.0,0.0,D,0.8,1.4,1.4,1.2
5380,La Coruna,Betis,1,1,D,1.0,1.0,D,1.8,1.4,1.6,2.6
5381,Barcelona,Malaga,6,0,H,4.0,0.0,H,2.0,1.6,1.6,1.4
5382,Almeria,Villarreal,3,0,H,3.0,0.0,H,0.8,1.8,1.8,1.2
5383,Ath Bilbao,Mallorca,2,1,H,1.0,0.0,H,0.8,2.4,2.0,1.2
5384,Betis,Numancia,3,3,D,1.0,1.0,D,1.4,2.4,0.8,2.0
5385,Malaga,Real Madrid,0,1,A,0.0,0.0,D,1.4,2.4,3.4,0.8
5386,Recreativo,Sevilla,0,1,A,0.0,1.0,A,1.4,1.4,2.2,1.0
5387,Valladolid,Barcelona,0,1,A,0.0,1.0,A,1.6,2.0,2.8,1.2
5388,Ath Madrid,Osasuna,2,4,A,1.0,2.0,A,1.6,1.8,1.0,0.6
5389,Espanol,La Coruna,3,1,H,2.0,1.0,H,1.0,1.6,2.0,1.6
5390,Sp Gijon,Santander,0,2,A,0.0,0.0,D,1.4,1.6,1.8,1.6
5391,Valencia,Getafe,4,1,H,2.0,0.0,H,1.0,1.2,1.0,1.4
5392,Barcelona,Recreativo,2,0,H,1.0,0.0,H,2.8,0.8,1.2,1.4
5393,Villarreal,Malaga,0,2,A,0.0,1.0,A,1.4,1.6,0.8,2.4
5394,Sp Gijon,Valencia,2,3,A,1.0,1.0,D,1.2,1.6,1.6,1.2
5395,Santander,Betis,2,3,A,2.0,2.0,D,2.2,1.4,1.8,1.8
5396,Real Madrid,Valladolid,2,0,H,1.0,0.0,H,2.4,0.6,1.4,1.6
5397,Sevilla,Getafe,0,1,A,0.0,0.0,D,2.2,1.0,1.0,2.0
5398,Numancia,Espanol,0,0,D,0.0,0.0,D,1.4,2.2,1.2,1.6
5399,Mallorca,Almeria,2,0,H,0.0,0.0,D,2.0,1.6,1.2,1.6
5400,La Coruna,Ath Madrid,1,2,A,0.0,1.0,A,2.0,2.0,2.0,2.4
5401,Osasuna,Ath Bilbao,2,1,H,1.0,1.0,D,1.4,1.0,1.0,2.4
5402,Ath Bilbao,La Coruna,0,1,A,0.0,0.0,D,1.0,2.4,2.0,2.4
5403,Ath Madrid,Numancia,3,0,H,0.0,0.0,D,1.6,2.0,1.4,2.0
5404,Getafe,Barcelona,0,1,A,0.0,1.0,A,1.0,1.6,2.6,0.0
5405,Malaga,Mallorca,1,1,D,0.0,0.0,D,1.2,2.0,2.2,1.6
5406,Recreativo,Real Madrid,0,1,A,0.0,0.0,D,0.8,1.8,2.4,0.6
5407,Valladolid,Villarreal,0,0,D,0.0,0.0,D,1.0,1.8,1.0,1.6
5408,Espanol,Santander,1,0,H,0.0,0.0,D,1.2,1.2,2.4,1.8
5409,Valencia,Sevilla,3,1,H,1.0,1.0,D,2.0,1.2,1.8,1.0
5410,Almeria,Osasuna,2,1,H,0.0,0.0,D,0.8,1.8,1.6,1.0
5411,Betis,Sp Gijon,2,0,H,1.0,0.0,H,2.0,1.8,1.6,2.0
5412,Numancia,Ath Bilbao,1,2,A,1.0,1.0,D,1.0,2.4,1.0,2.2
5413,Real Madrid,Getafe,3,2,H,1.0,1.0,D,2.4,0.4,0.8,1.4
5414,Barcelona,Sevilla,4,0,H,2.0,0.0,H,2.4,0.0,1.6,1.4
5415,Betis,Valencia,1,2,A,0.0,0.0,D,1.8,1.2,2.4,1.0
5416,La Coruna,Almeria,2,0,H,0.0,0.0,D,1.2,1.8,1.0,1.6
5417,Osasuna,Malaga,2,3,A,2.0,1.0,H,1.6,1.0,1.0,2.0
5418,Villarreal,Recreativo,2,1,H,1.0,1.0,D,0.8,1.6,0.4,1.4
5419,Mallorca,Valladolid,2,0,H,0.0,0.0,D,1.8,1.2,0.4,1.4
5420,Santander,Ath Madrid,5,1,H,3.0,0.0,H,1.8,1.0,2.0,1.8
5421,Sp Gijon,Espanol,0,3,A,0.0,1.0,A,1.2,2.2,1.4,1.0
5422,Valencia,Barcelona,2,2,D,2.0,1.0,H,2.6,1.0,2.8,0.0
5423,Almeria,Numancia,2,1,H,2.0,0.0,H,1.0,1.6,1.2,1.8
5424,Malaga,La Coruna,1,1,D,1.0,0.0,H,1.2,2.0,1.2,1.2
5425,Ath Bilbao,Santander,2,1,H,2.0,0.0,H,1.0,1.4,1.8,1.2
5426,Ath Madrid,Sp Gijon,3,1,H,2.0,0.0,H,1.6,2.4,0.6,2.4
5427,Espanol,Betis,2,0,H,1.0,0.0,H,1.4,0.4,2.0,1.6
5428,Getafe,Villarreal,1,2,A,0.0,2.0,A,1.2,1.8,0.8,1.2
5429,Recreativo,Mallorca,2,4,A,0.0,2.0,A,0.4,1.6,1.6,0.6
5430,Sevilla,Real Madrid,2,4,A,1.0,1.0,D,1.2,1.8,2.0,0.4
5431,Valladolid,Osasuna,0,0,D,0.0,0.0,D,0.2,1.8,2.0,1.6
5432,Real Madrid,Barcelona,2,6,A,1.0,3.0,A,2.2,0.8,2.0,0.4
5433,Numancia,Malaga,2,0,H,1.0,0.0,H,1.0,2.0,1.4,1.0
5434,Villarreal,Sevilla,0,2,A,0.0,0.0,D,0.8,1.4,0.8,2.4
5435,Santander,Almeria,0,2,A,0.0,2.0,A,2.0,1.4,1.4,1.2
5436,Osasuna,Recreativo,1,2,A,1.0,0.0,H,1.8,1.6,0.6,2.0
5437,Mallorca,Getafe,2,1,H,1.0,0.0,H,2.0,1.0,1.0,2.0
5438,Betis,Ath Madrid,0,2,A,0.0,1.0,A,1.8,1.8,2.2,2.2
5439,Espanol,Valencia,3,0,H,0.0,0.0,D,1.8,0.2,2.8,1.4
5440,Sp Gijon,Ath Bilbao,1,1,D,0.0,0.0,D,0.6,2.6,1.4,1.2
5441,La Coruna,Valladolid,1,0,H,1.0,0.0,H,1.2,1.2,0.0,1.0
5442,Valencia,Real Madrid,3,0,H,2.0,0.0,H,2.0,1.8,2.4,2.0
5443,Sevilla,Mallorca,3,1,H,1.0,1.0,D,1.0,2.4,2.2,0.8
5444,Ath Bilbao,Betis,1,0,H,1.0,0.0,H,1.2,1.2,1.2,1.6
5445,Recreativo,La Coruna,1,2,A,1.0,1.0,D,1.0,2.0,1.2,0.6
5446,Valladolid,Numancia,0,0,D,0.0,0.0,D,0.0,1.0,0.8,1.4
5447,Malaga,Santander,1,0,H,0.0,0.0,D,1.4,1.2,1.6,1.8
5448,Almeria,Sp Gijon,3,1,H,1.0,1.0,D,1.2,1.2,0.8,2.4
5449,Barcelona,Villarreal,3,3,D,3.0,1.0,H,3.0,0.8,0.8,1.2
5450,Ath Madrid,Espanol,3,2,H,0.0,2.0,A,2.2,1.4,1.8,0.0
5451,Getafe,Osasuna,3,0,H,1.0,0.0,H,1.0,1.6,1.2,1.6
5452,La Coruna,Getafe,1,1,D,0.0,0.0,D,1.4,0.4,1.4,1.6
5453,Osasuna,Sevilla,0,0,D,0.0,0.0,D,0.8,2.0,1.6,2.4
5454,Villarreal,Real Madrid,3,2,H,1.0,0.0,H,1.4,1.4,2.0,2.6
5455,Sp Gijon,Malaga,2,1,H,1.0,1.0,D,0.6,2.4,1.2,1.2
5456,Ath Madrid,Valencia,1,0,H,1.0,0.0,H,2.4,1.6,2.0,1.4
5457,Betis,Almeria,2,0,H,1.0,0.0,H,0.6,1.4,1.8,1.0
5458,Espanol,Ath Bilbao,1,0,H,0.0,0.0,D,2.2,0.6,1.2,0.8
5459,Mallorca,Barcelona,2,1,H,0.0,1.0,A,2.0,1.4,3.2,1.4
5460,Numancia,Recreativo,1,0,H,0.0,0.0,D,0.8,1.4,1.2,2.0
5461,Santander,Valladolid,3,2,H,1.0,2.0,A,1.2,1.4,0.0,0.6
5462,Sevilla,La Coruna,1,0,H,0.0,0.0,D,1.4,1.8,1.4,0.6
5463,Recreativo,Santander,0,1,A,0.0,0.0,D,1.2,2.0,1.8,1.6
5464,Villarreal,Valencia,3,1,H,2.0,1.0,H,2.0,1.8,1.4,1.4
5465,Valladolid,Sp Gijon,1,2,A,0.0,1.0,A,0.4,1.2,1.0,2.2
5466,Malaga,Betis,1,1,D,0.0,1.0,A,1.2,1.4,0.6,1.4
5467,Ath Bilbao,Ath Madrid,1,4,A,0.0,0.0,D,1.2,0.8,2.0,1.6
5468,Barcelona,Osasuna,0,1,A,0.0,1.0,A,3.2,1.8,0.6,1.6
5469,Almeria,Espanol,0,3,A,0.0,1.0,A,1.4,1.2,2.2,0.6
5470,Getafe,Numancia,1,0,H,0.0,0.0,D,1.6,1.6,1.0,0.8
5471,Real Madrid,Mallorca,1,3,A,1.0,1.0,D,2.2,3.2,2.2,1.4
5472,Ath Madrid,Almeria,3,0,H,2.0,0.0,H,2.6,0.8,1.4,1.4
5473,La Coruna,Barcelona,1,1,D,1.0,0.0,H,1.0,0.8,2.4,2.0
5474,Mallorca,Villarreal,2,3,A,1.0,2.0,A,2.4,1.6,2.2,1.8
5475,Valencia,Ath Bilbao,2,0,H,1.0,0.0,H,1.2,1.8,1.0,1.4
5476,Sp Gijon,Recreativo,2,1,H,0.0,1.0,A,1.4,1.8,1.0,1.8
5477,Osasuna,Real Madrid,2,1,H,1.0,1.0,D,0.4,1.0,1.8,3.4
5478,Santander,Getafe,1,1,D,1.0,1.0,D,1.0,1.4,1.4,1.0
5479,Espanol,Malaga,3,0,H,2.0,0.0,H,2.2,0.6,0.8,1.2
5480,Betis,Valladolid,1,1,D,0.0,1.0,A,0.6,1.2,0.6,1.2
5481,Numancia,Sevilla,0,2,A,0.0,0.0,D,0.8,0.6,1.6,1.0
5482,Real Madrid,La Coruna,3,2,H,2.0,1.0,H,1.2,3.4,1.0,0.8
5483,Zaragoza,Tenerife,1,0,H,0.0,0.0,D,1.2,1.4,1.4,2.6
5484,Santander,Getafe,1,4,A,1.0,3.0,A,1.0,1.2,1.4,0.8
5485,Almeria,Valladolid,0,0,D,0.0,0.0,D,1.0,1.8,0.8,1.4
5486,Ath Bilbao,Espanol,1,0,H,0.0,0.0,D,0.6,1.6,2.4,0.6
5487,Malaga,Ath Madrid,3,0,H,1.0,0.0,H,0.6,1.6,2.6,0.6
5489,Osasuna,Villarreal,1,1,D,1.0,1.0,D,0.8,1.2,2.4,2.0
5490,Valencia,Sevilla,2,0,H,0.0,0.0,D,1.2,1.4,1.6,0.2
5491,Barcelona,Sp Gijon,3,0,H,2.0,0.0,H,2.2,1.8,1.6,1.4
5492,Ath Madrid,Santander,1,1,D,1.0,1.0,D,2.2,1.2,1.2,1.6
5493,Espanol,Real Madrid,0,3,A,0.0,1.0,A,1.8,0.8,1.4,2.6
5494,Getafe,Barcelona,0,2,A,0.0,0.0,D,2.0,0.6,1.6,1.4
5495,Sevilla,Zaragoza,4,1,H,2.0,1.0,H,1.2,0.6,1.2,1.2
5496,La Coruna,Malaga,1,0,H,0.0,0.0,D,1.2,1.4,1.2,1.2
5497,Sp Gijon,Almeria,1,0,H,1.0,0.0,H,1.4,1.8,0.6,1.8
5498,Tenerife,Osasuna,2,1,H,0.0,0.0,D,1.0,2.6,0.8,1.0
5499,Valladolid,Valencia,2,4,A,1.0,3.0,A,0.8,1.2,1.6,0.8
5500,Villarreal,Mallorca,1,1,D,0.0,0.0,D,2.6,1.8,2.0,1.6
5501,Xerez,Ath Bilbao,0,1,A,0.0,1.0,A,0.0,2.0,0.6,1.4
5502,Osasuna,Sevilla,0,2,A,0.0,1.0,A,1.0,0.8,1.4,0.6
5503,Mallorca,Tenerife,4,0,H,1.0,0.0,H,2.0,1.2,1.2,2.0
5504,Barcelona,Ath Madrid,5,2,H,4.0,1.0,H,1.4,0.8,1.8,1.0
5505,La Coruna,Espanol,2,3,A,1.0,2.0,A,1.0,1.2,1.4,0.8
5506,Malaga,Santander,1,2,A,0.0,1.0,A,1.0,1.4,1.4,1.6
5507,Zaragoza,Valladolid,1,2,A,1.0,1.0,D,1.2,2.0,1.2,2.0
5508,Almeria,Getafe,1,0,H,0.0,0.0,D,0.0,1.8,1.4,1.0
5509,Ath Bilbao,Villarreal,3,2,H,2.0,0.0,H,0.6,1.4,2.2,1.4
5510,Real Madrid,Xerez,5,0,H,1.0,0.0,H,2.0,2.0,0.0,1.5
5511,Valencia,Sp Gijon,2,2,D,1.0,1.0,D,1.8,1.2,1.4,1.2
5512,Sevilla,Mallorca,2,0,H,2.0,0.0,H,1.8,0.6,2.4,1.0
5513,Santander,Barcelona,1,4,A,0.0,3.0,A,1.2,1.4,2.2,0.8
5514,Ath Madrid,Almeria,2,2,D,1.0,1.0,D,2.0,2.0,0.2,1.4
5515,Espanol,Malaga,2,1,H,0.0,1.0,A,1.8,1.2,1.0,1.4
5516,Getafe,Valencia,3,1,H,2.0,1.0,H,1.2,1.0,2.2,1.4
5517,Tenerife,Ath Bilbao,1,0,H,0.0,0.0,D,1.0,1.8,1.2,1.6
5518,Valladolid,Osasuna,1,2,A,0.0,1.0,A,1.2,1.6,1.0,1.2
5519,Villarreal,Real Madrid,0,2,A,0.0,1.0,A,2.0,1.6,2.6,1.4
5520,Xerez,La Coruna,0,3,A,0.0,1.0,A,0.0,2.6666666666666665,1.2,1.6
5521,Sp Gijon,Zaragoza,1,1,D,1.0,0.0,H,1.4,1.4,1.4,2.2
5522,Real Madrid,Tenerife,3,0,H,0.0,0.0,D,2.8,0.8,1.0,1.8
5523,Valencia,Ath Madrid,2,2,D,2.0,1.0,H,2.2,1.4,1.6,2.2
5524,Ath Bilbao,Sevilla,0,4,A,0.0,3.0,A,1.0,1.0,2.0,0.6
5525,Malaga,Barcelona,0,2,A,0.0,1.0,A,1.0,1.6,3.0,0.8
5526,Almeria,Santander,2,2,D,1.0,0.0,H,0.6,1.2,1.2,2.2
5527,Espanol,Xerez,0,0,D,0.0,0.0,D,1.6,1.4,0.0,2.75
5528,La Coruna,Villarreal,1,0,H,1.0,0.0,H,1.8,1.4,1.4,1.8
5529,Mallorca,Valladolid,3,0,H,1.0,0.0,H,1.8,1.2,1.2,1.6
5530,Osasuna,Sp Gijon,1,0,H,0.0,0.0,D,1.2,1.4,1.2,1.4
5531,Zaragoza,Getafe,3,0,H,2.0,0.0,H,1.2,2.0,1.6,1.2
5532,Ath Madrid,Zaragoza,2,1,H,1.0,0.0,H,1.4,2.6,1.4,1.4
5533,Barcelona,Almeria,1,0,H,1.0,0.0,H,3.2,0.6,1.0,1.0
5534,Tenerife,La Coruna,0,1,A,0.0,0.0,D,0.6,1.8,1.8,1.2
5535,Villarreal,Espanol,0,0,D,0.0,0.0,D,0.8,1.6,1.0,1.4
5536,Xerez,Malaga,1,1,D,0.0,0.0,D,0.0,2.2,1.0,1.4
5537,Valladolid,Ath Bilbao,2,2,D,0.0,1.0,A,1.0,2.0,1.0,1.4
5538,Getafe,Osasuna,2,1,H,0.0,0.0,D,1.4,1.6,1.0,1.2
5539,Sevilla,Real Madrid,2,1,H,1.0,0.0,H,2.4,0.6,3.2,0.4
5540,Santander,Valencia,0,1,A,0.0,0.0,D,1.4,2.4,2.2,1.8
5541,Sp Gijon,Mallorca,4,1,H,0.0,1.0,A,0.8,1.4,2.0,0.6
5542,La Coruna,Sevilla,1,0,H,1.0,0.0,H,1.6,0.6,2.8,0.4
5543,Real Madrid,Valladolid,4,2,H,3.0,1.0,H,2.8,0.4,1.4,2.4
5544,Valencia,Barcelona,0,0,D,0.0,0.0,D,2.0,1.8,2.8,0.6
5545,Zaragoza,Santander,2,2,D,2.0,0.0,H,1.4,1.8,1.2,1.8
5546,Xerez,Villarreal,2,1,H,1.0,1.0,D,0.2,2.0,0.6,1.4
5547,Osasuna,Ath Madrid,3,0,H,3.0,0.0,H,1.0,1.4,1.8,2.2
5548,Mallorca,Getafe,3,1,H,1.0,0.0,H,1.8,1.4,1.0,1.6
5549,Espanol,Tenerife,2,1,H,1.0,1.0,D,1.0,1.2,0.6,1.8
5550,Ath Bilbao,Sp Gijon,1,2,A,0.0,0.0,D,1.2,1.8,1.6,1.0
5551,Malaga,Almeria,1,2,A,0.0,2.0,A,0.6,1.6,1.0,1.2
5552,Ath Madrid,Mallorca,1,1,D,0.0,0.0,D,1.6,2.6,2.2,1.4
5553,Sevilla,Espanol,0,0,D,0.0,0.0,D,2.0,0.4,1.4,0.8
5554,Sp Gijon,Real Madrid,0,0,D,0.0,0.0,D,1.8,1.2,3.0,0.8
5555,Tenerife,Xerez,1,0,H,0.0,0.0,D,0.4,2.0,0.6,2.0
5556,Valladolid,La Coruna,4,0,H,1.0,0.0,H,1.4,2.4,1.6,0.6
5557,Villarreal,Malaga,2,1,H,1.0,1.0,D,0.6,1.6,0.8,1.8
5558,Getafe,Ath Bilbao,2,0,H,0.0,0.0,D,1.2,1.8,1.2,2.2
5559,Barcelona,Zaragoza,6,1,H,3.0,0.0,H,2.4,0.6,1.6,1.4
5560,Almeria,Valencia,0,3,A,0.0,0.0,D,1.4,1.2,1.2,1.4
5561,Santander,Osasuna,1,1,D,0.0,0.0,D,1.4,2.0,1.4,1.0
5562,Ath Bilbao,Ath Madrid,1,0,H,1.0,0.0,H,0.6,2.2,1.4,1.8
5563,Osasuna,Barcelona,1,1,D,0.0,0.0,D,1.6,0.8,2.6,0.4
5564,Real Madrid,Getafe,2,0,H,0.0,0.0,D,2.0,0.8,1.6,1.6
5565,Xerez,Sevilla,0,2,A,0.0,1.0,A,0.6,1.2,1.6,0.4
5566,Zaragoza,Almeria,2,1,H,2.0,1.0,H,1.6,2.2,1.2,1.8
5567,Villarreal,Tenerife,5,0,H,1.0,0.0,H,0.6,1.2,0.6,1.2
5568,Mallorca,Santander,1,0,H,1.0,0.0,H,1.6,1.6,1.2,2.0
5569,Malaga,Valencia,0,1,A,0.0,0.0,D,0.8,1.8,1.4,1.0
5570,La Coruna,Sp Gijon,1,1,D,1.0,0.0,H,1.2,0.8,1.4,0.8
5571,Espanol,Valladolid,1,1,D,0.0,0.0,D,0.8,0.4,1.8,2.2
5572,Ath Madrid,Real Madrid,2,3,A,0.0,2.0,A,1.0,1.6,2.0,0.8
5573,Barcelona,Mallorca,4,2,H,3.0,1.0,H,2.0,0.4,1.8,1.2
5574,Getafe,La Coruna,0,2,A,0.0,1.0,A,1.0,1.8,0.8,1.0
5575,Tenerife,Malaga,2,2,D,2.0,1.0,H,0.4,2.2,0.6,1.6
5576,Valencia,Zaragoza,3,1,H,3.0,0.0,H,1.4,0.4,1.8,2.2
5577,Sp Gijon,Espanol,1,0,H,1.0,0.0,H,1.4,0.8,0.6,0.4
5578,Valladolid,Xerez,0,0,D,0.0,0.0,D,1.8,2.0,0.6,1.0
5579,Santander,Ath Bilbao,0,2,A,0.0,1.0,A,1.0,1.4,0.8,2.0
5580,Almeria,Osasuna,2,0,H,1.0,0.0,H,1.0,1.8,1.4,0.8
5581,Sevilla,Villarreal,3,2,H,1.0,1.0,D,1.6,0.4,1.6,0.8
5582,Ath Bilbao,Barcelona,1,1,D,0.0,0.0,D,1.2,1.2,2.4,0.8
5583,La Coruna,Ath Madrid,2,1,H,1.0,1.0,D,1.0,1.0,1.0,1.8
5584,Real Madrid,Santander,1,0,H,1.0,0.0,H,2.0,1.2,0.6,1.4
5585,Tenerife,Sevilla,1,2,A,0.0,1.0,A,0.8,2.0,1.4,0.8
5586,Villarreal,Valladolid,3,1,H,1.0,0.0,H,2.0,1.2,1.8,1.4
5587,Osasuna,Valencia,1,3,A,0.0,2.0,A,1.2,1.2,1.6,0.2
5588,Xerez,Sp Gijon,0,0,D,0.0,0.0,D,0.6,1.0,1.6,0.6
5589,Malaga,Zaragoza,1,1,D,0.0,0.0,D,1.0,1.6,1.4,2.8
5590,Espanol,Getafe,0,2,A,0.0,0.0,D,0.6,0.6,1.0,1.6
5591,Mallorca,Almeria,3,1,H,0.0,0.0,D,1.6,2.0,1.0,1.4
5592,Sevilla,Malaga,2,2,D,0.0,2.0,A,1.4,0.8,1.0,1.6
5593,Sp Gijon,Villarreal,1,0,H,0.0,0.0,D,0.8,0.4,2.6,1.4
5594,Valencia,Mallorca,1,1,D,0.0,0.0,D,2.0,0.4,2.0,1.4
5595,Almeria,Ath Bilbao,1,4,A,0.0,2.0,A,1.2,1.8,1.0,1.0
5596,Ath Madrid,Espanol,4,0,H,1.0,0.0,H,0.8,2.0,0.6,1.0
5597,Barcelona,Real Madrid,1,0,H,0.0,0.0,D,2.4,1.0,2.0,0.8
5598,Getafe,Xerez,5,1,H,2.0,1.0,H,1.0,1.4,0.4,0.8
5599,Santander,La Coruna,0,1,A,0.0,0.0,D,0.6,1.4,1.2,1.2
5600,Valladolid,Tenerife,3,3,D,2.0,0.0,H,1.6,1.6,1.0,2.2
5601,Zaragoza,Osasuna,0,1,A,0.0,1.0,A,1.4,2.6,1.2,1.4
5602,Xerez,Barcelona,0,2,A,0.0,0.0,D,0.2,1.6,2.6,1.0
5603,Xerez,Ath Madrid,0,2,A,0.0,1.0,A,0.2,1.8,1.6,1.4
5604,Sevilla,Valladolid,1,1,D,1.0,1.0,D,1.8,1.0,1.8,1.4
5605,La Coruna,Barcelona,1,3,A,1.0,1.0,D,1.2,1.2,1.8,0.8
5606,Real Madrid,Almeria,4,2,H,1.0,0.0,H,1.2,0.6,1.0,2.4
5607,Ath Bilbao,Valencia,1,2,A,0.0,0.0,D,1.6,0.8,2.2,0.6
5608,Espanol,Santander,0,4,A,0.0,0.0,D,0.2,1.6,0.2,1.2
5609,Malaga,Osasuna,1,1,D,0.0,0.0,D,1.2,1.6,0.8,1.4
5610,Mallorca,Zaragoza,4,1,H,1.0,0.0,H,1.6,1.4,1.0,2.4
5611,Tenerife,Sp Gijon,2,1,H,0.0,1.0,A,1.4,2.4,0.6,0.2
5612,Villarreal,Getafe,3,2,H,1.0,1.0,D,2.4,1.2,1.8,1.0
5613,Valencia,Real Madrid,2,3,A,0.0,0.0,D,2.0,0.8,2.0,1.0
5614,Barcelona,Espanol,1,0,H,1.0,0.0,H,2.2,0.8,0.2,2.4
5615,Zaragoza,Ath Bilbao,1,2,A,0.0,0.0,D,1.0,2.0,1.8,0.8
5616,Sp Gijon,Sevilla,0,1,A,0.0,1.0,A,0.8,0.6,2.0,1.2
5617,Santander,Xerez,3,2,H,1.0,1.0,D,0.8,1.0,0.2,1.8
5618,Osasuna,Mallorca,0,1,A,0.0,0.0,D,0.8,1.4,2.2,1.4
5619,Ath Madrid,Villarreal,1,2,A,1.0,0.0,H,1.8,1.2,2.6,1.4
5620,Almeria,La Coruna,1,1,D,0.0,0.0,D,1.4,2.6,1.4,1.0
5621,Valladolid,Malaga,1,1,D,0.0,1.0,A,1.2,1.6,1.2,1.4
5622,Getafe,Tenerife,2,1,H,1.0,0.0,H,1.8,1.6,1.6,2.6
5623,Real Madrid,Zaragoza,6,0,H,4.0,0.0,H,2.2,1.4,0.8,2.2
5624,Sevilla,Getafe,1,2,A,0.0,2.0,A,1.8,1.2,2.2,1.4
5625,Ath Bilbao,Osasuna,2,0,H,2.0,0.0,H,2.0,1.0,0.6,1.4
5626,Villarreal,Santander,2,0,H,0.0,0.0,D,2.0,1.6,1.4,1.2
5627,Valladolid,Sp Gijon,2,1,H,1.0,1.0,D,1.2,1.6,0.6,0.6
5628,Tenerife,Ath Madrid,1,1,D,1.0,1.0,D,1.8,2.0,2.0,1.4
5629,Espanol,Almeria,2,0,H,1.0,0.0,H,0.0,2.4,1.4,2.4
5630,La Coruna,Valencia,0,0,D,0.0,0.0,D,1.4,1.0,2.2,1.4
5631,Malaga,Mallorca,2,1,H,1.0,0.0,H,1.4,1.4,2.2,1.4
5632,Ath Madrid,Sevilla,2,1,H,0.0,1.0,A,1.8,1.0,1.4,1.2
5633,Barcelona,Villarreal,1,1,D,1.0,0.0,H,1.6,0.4,2.0,1.0
5634,Valencia,Espanol,1,0,H,0.0,0.0,D,1.6,1.2,0.4,2.2
5635,Almeria,Xerez,1,0,H,0.0,0.0,D,1.0,2.8,0.6,2.4
5636,Getafe,Valladolid,1,0,H,0.0,0.0,D,2.6,1.2,1.6,1.8
5637,Mallorca,Ath Bilbao,2,0,H,0.0,0.0,D,2.0,1.0,2.0,1.0
5638,Osasuna,Real Madrid,0,0,D,0.0,0.0,D,0.6,1.4,2.8,1.0
5639,Santander,Tenerife,2,0,H,0.0,0.0,D,1.4,1.2,1.6,1.8
5640,Sp Gijon,Malaga,2,2,D,1.0,1.0,D,0.6,1.0,1.4,1.2
5641,Zaragoza,La Coruna,0,0,D,0.0,0.0,D,0.6,2.8,1.0,1.0
5642,Valladolid,Ath Madrid,0,4,A,0.0,2.0,A,1.4,1.4,2.0,0.8
5643,Sevilla,Santander,1,2,A,0.0,2.0,A,1.2,1.4,1.8,1.0
